,LOCALIZED,ISSN,ISSN.1,ISSN.2,ISBN,ISBN.1,ISBN.2,OTHER_SYSTEM_NUMBER,OTHER_SYSTEM_NUMBER.1,OTHER_SYSTEM_NUMBER.2,PORTFOLIO_PID,MMS,TITLE,FROM_YEAR,TO_YEAR,FROM_MONTH,TO_MONTH,FROM_DAY,TO_DAY,FROM_VOLUME,TO_VOLUME,FROM_ISSUE,TO_ISSUE,PUBLICATION_DATE_OPERATOR,PUBLICATION_DATE_YEAR,PUBLICATION_DATE_MONTH,GLOBAL_FROM_YEAR,GLOBAL_TO_YEAR,GLOBAL_FROM_MONTH,GLOBAL_TO_MONTH,GLOBAL_FROM_DAY,GLOBAL_TO_DAY,GLOBAL_FROM_VOLUME,GLOBAL_TO_VOLUME,GLOBAL_FROM_ISSUE,GLOBAL_TO_ISSUE,GLOBAL_PUBLICATION_DATE_OPERATOR,GLOBAL_PUBLICATION_DATE_YEAR,GLOBAL_PUBLICATION_DATE_MONTH,ACCESS_TYPE,PERPETUAL_FROM_YEAR,PERPETUAL_TO_YEAR,PERPETUAL_FROM_MONTH,PERPETUAL_TO_MONTH,PERPETUAL_FROM_DAY,PERPETUAL_TO_DAY,PERPETUAL_FROM_VOLUME,PERPETUAL_TO_VOLUME,PERPETUAL_FROM_ISSUE,PERPETUAL_TO_ISSUE,PERPETUAL_PUBLICATION_DATE_OPERATOR,PERPETUAL_PUBLICATION_DATE_YEAR,PERPETUAL_PUBLICATION_DATE_MONTH,AVAILABILITY,PUBLISHER,PLACE_OF_PUBLICATION,DATE_OF_PUBLICATION,URL,PARSER_PARAMETERS,PROXY_ENABLE,PROXY_SELECTED,PROXY_LEVEL,AUTHOR,ELECTRONIC_MATERIAL_TYPE,OWNERSHIP,GROUP_NAME,GROUP_FROM_YEAR,GROUP_TO_YEAR,GROUP_FROM_MONTH,GROUP_TO_MONTH,GROUP_FROM_DAY,GROUP_TO_DAY,GROUP_FROM_VOLUME,GROUP_TO_VOLUME,GROUP_FROM_ISSUE,GROUP_TO_ISSUE,GROUP_PUBLICATION_DATE_OPERATOR,GROUP_PUBLICATION_DATE_YEAR,GROUP_PUBLICATION_DATE_MONTH,GROUP_PROXY_ENABLE,GROUP_PROXY_SELECTED,GROUP_AUTHENTICATION_NOTES,GROUP_PUBLIC_NOTES,AUTHENTICATION_NOTES,PUBLIC_NOTES,INTERNAL_DESCRIPTION,COVERAGE_STATEMENT,ACTIVATION_DATE,EXPECTED_ACTIVATION_DATE,LICENSE,LICENSE_NAME,COLLECTION_LICENSE,COLLECTION_LICENSE_NAME,PDA,EBA,PO_LINE,LANGUAGE,COUNTER_PLATFORM,NOTES,MarkBuy
1813,N,,,,9780128198452,0128198451,012819846X,(OCoLC)on1128829799,(OCoLC)1128829799,(OCoLC)1129193647,53443048060002917,991023705551602917,"Fluid inclusion effect in flotation of sulfide minerals / Shunming Wen, Jian Liu, Jiushuai Deng.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"ELSEVIER,",[Place of publication not identified] :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128198452,,False,,,"Wen, Shunming, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1814,N,,,,9780128207789,0128207787,0128231858,(OCoLC)on1251765483,(OCoLC)1251765483,(OCoLC)1258683007,53443048080002917,991023705153002917,Energy storage devices for renewable energy-based systems : rechargeable batteries and supercapacitors / by Nihal Kularatna and Kosala Gunawardane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128207789,,False,,,"Kularatna, Nihal, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1815,N,,,,9780128238998,0128238992,0128242140,(OCoLC)on1240278967,(OCoLC)1240278967,,53443048120002917,991023705161802917,"Distributed energy resources in local integrated energy systems : optimal operation and planning / edited by Giorgio Graditi, Marialaura Di Somma.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128238998,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1816,N,,,,9780128230220,0128230223,9780128230220,(OCoLC)on1260132905,(OCoLC)1260132905,(OCoLC)1287867899,53443048150002917,991023705165002917,Control of a standalone microgrid / edited by Anuradha Tomar [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",[S.l.] :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128230220,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1817,N,,,,9780128235324,0128236450,9780128236451,(OCoLC)on1280275786,(OCoLC)1280275786,(OCoLC)1280392846,53443048180002917,991023705152702917,Recent advances in renewable energy technologies. Volume 2 / edited by Mejdi Jeguirim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press, an imprint of Elsevier,",[London] :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128235324,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1818,N,,,,9780128224410,012822441X,9780128224427,(OCoLC)on1252700115,(OCoLC)1252700115,(OCoLC)1287872275,53443048210002917,991023705551902917,"Physics of nuclear reactors / edited by P. Mohanakrishnan, Om Pal Singh and K. Umasankari.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",[Place of publication not identified],2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128224410,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1819,N,,,,9780128211892,9780128211960,0128211962,(OCoLC)on1259505291,(OCoLC)1259505291,,53443048230002917,991023705167102917,Microgrid protection and control / Dehua Zheng [and six others].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128211892,,False,,,"Zheng, Dehua, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1820,N,,,,9780128228135,012822813X,0128232897,(OCoLC)on1253033506,(OCoLC)1253033506,,53443048280002917,991023705550302917,Power to fuel : how to speed up a hydrogen economy / edited by Giuseppe Spazzafumo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London, United Kingdom ; Cambridge, MA :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128228135,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1821,N,,,,9780323906388,0323906389,9780323918466,(OCoLC)on1258658073,(OCoLC)1258658073,,53443048310002917,991023705167902917,Molten salt reactors and integrated molten salt reactors [electronic resource] : integrated power conversion / Bahman Zohuri.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780323906388,,False,,,"Zohuri, Bahman.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1822,N,,,,9780128172223,9780128172230,0128172231,(OCoLC)on1128450647,(OCoLC)1128450647,(OCoLC)1229747593,53443048330002917,991023705552402917,Semi-Lagrangian Advection Methods and Their Applications in Geoscience / Steven J. Fletcher.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128172223,,False,,,"Fletcher, Steven J. (Steven James)",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1823,N,,,,9780128243220,0128243228,0128243236,(OCoLC)on1255214819,(OCoLC)1255214819,(OCoLC)1287877591,53443048360002917,991023705549702917,"Tritum technologies for thermonuclear fusion reactors / Alexander Perevezentsev, Mikhail Rozenkevich.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London ; San Diego, CA :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128243220,,False,,,"Perevezentsev, Alexander, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1824,N,,,,9780128228104,0128228105,0128231335,(OCoLC)on1282598599,(OCoLC)1282598599,(OCoLC)1283141814,53443048390002917,991023705550002917,Handbook of biofuels [electronic resource] / edited by Sanjay Sahay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,[2022],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128228104,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1825,N,,,,9780128243800,0128243805,0128244003,(OCoLC)on1237559158,(OCoLC)1237559158,,53443048420002917,991023705164702917,Sustainable materials for oil and gas applications. Volume 1 / edited by Cenk Temizel [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Gulf Professional,","Cambridge, MA :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128243800,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1826,N,,,,9780323856751,0323856756,9780323903288,(OCoLC)on1269096262,(OCoLC)1269096262,(OCoLC)1287871382,53443048450002917,991023705155602917,"Applied gaseous fluid drilling engineering : design and field case studies / Boyun Guo, Yingfeng Meng and Na Wei.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Gulf Professional Publishing,","Cambridge, MA :",[2022],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780323856751,,False,,,"Guo, Boyun.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1827,N,,,,9780128235348,0128235918,9780128235911,(OCoLC)on1257667846,(OCoLC)1257667846,(OCoLC)1257293062,53443048480002917,991023705168802917,Lignocellulosic Biomass to Value-Added Products : Fundamental Strategies and Technological Advancements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128235348,,False,,,"Purkait, Mihir K.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1828,N,,,,9780128216590,9780128216545,0128216549,(OCoLC)on1249444075,(OCoLC)1249444075,(OCoLC)1247678160,53443048490002917,991023705155402917,"Waste to renewable biohydrogen. Volume 1, Advances in theory and experiments / edited by Quanguo Zhang, Chao He, Jingzheng Ren, Michael Evan Goodsite.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128216590,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1829,N,,,,9780128207758,0128207752,0128208961,(OCoLC)on1243443708,(OCoLC)1243443708,,53443048550002917,991023705158702917,"Geothermal energy systems / Ibrahim Dinçer, Murat Öztürk.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128207758,,False,,,"Dinçer, İbrahim, 1964- author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1830,N,,,,9780128175880,0128175893,9780128175897,(OCoLC)on1097664987,(OCoLC)1097664987,(OCoLC)1229532985,53443048580002917,991023705167402917,Adjustment models in 3D geomatics and computational geophysics : with MATLAB examples / Bashar Alsadik.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128175880,,False,,,"Alsadik, Bashar, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1831,N,,,,0128243570,9780128243572,0323859119,(OCoLC)on1281240811,(OCoLC)1281240811,(OCoLC)1283852997,53443048610002917,991023705551402917,Thermo-economic approach to energy from waste / Anand Ramanathan [and more].,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,[2022],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128243572,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1832,N,,,,9780128158265,0128158263,0128165286,(OCoLC)on1129216098,(OCoLC)1129216098,,53443048630002917,991023705550102917,"Advanced remote sensing : terrestrial information extraction and applications / edited by Shunlin Liang, Jindi Wang.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128158265,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
1833,N,,,,9780128144589,9780128144589,0128144580,(OCoLC)on1104998639,(OCoLC)1104998639,(OCoLC)1244446001,53443048670002917,991023705162602917,"Taking the temperature of the Earth : steps towards integrated understanding of variability and change / Glynn C. Hulley, Darren Ghent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128144589,,False,,,"Hulley, Glynn C., author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1834,N,,,,9780128235720,9780128236260,0128236264,(OCoLC)on1263874730,(OCoLC)1263874730,(OCoLC)1287869368,53443048690002917,991023705160202917,Heat storage systems for buildings [electronic resource] / Ibrahim Dincer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",San Diego :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128235720,,False,,,"Dinçer, İbrahim, 1964-",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1835,N,,,,9780128210376,0128210370,0128231904,(OCoLC)on1238004827,(OCoLC)1238004827,,53443048730002917,991023705163302917,"Thermodynamic analysis and optimization of geothermal power plants [electronic resource] / edited by Can Ozgur Colpan, Mehmet Akif Ezan and Onder Kizilkan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128210376,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1836,N,,,,9780128180907,9780128180914,0128180919,(OCoLC)on1125326952,(OCoLC)1125326952,(OCoLC)1130728235,53443048760002917,991023705154902917,"Invariant imbedding T-matrix method for light scattering by nonspherical and inhomogeneous particles / Bingqiang Sun, Lei Bi, Ping Yang, Michael Kahnert, George Kattawar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128180907,,False,,,"Sun, Bingqiang, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1837,N,,,,9780323885423,9780323885430,032388542X,(OCoLC)on1259505333,(OCoLC)1259505333,,53443048780002917,991023705166402917,"Power electronic system design : linking differential equations, linear algebra, and implicit functions / Keng C. Wu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780323885423,,False,,,"Wu, Keng C., 1948- author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1838,N,,,,9780128129425,9780128129432,0128129433,(OCoLC)on1124291223,(OCoLC)1124291223,(OCoLC)1235833704,53443048820002917,991023705157502917,"Small-format aerial photography and UAS imagery : principles, techniques and geoscience applications / James Aber, Irene Marzolff, Johannes Ries, Susan Elizabeth Ward Aber.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128129425,,False,,,"Aber, James S., author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1839,N,,,,9780128182086,0128182091,9780128182093,(OCoLC)on1240807129,(OCoLC)1240807129,(OCoLC)1263815619,53443048840002917,991023705160302917,Well integrity for workovers and recompletions / Les Skinner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Gulf Professional Publishing,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128182086,,False,,,"Skinner, Les, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1840,N,,,,9780128200742,012820074X,0128226668,(OCoLC)on1259510415,(OCoLC)1259510415,,53443048880002917,991023705165502917,"Local electricity markets / edited by Tiago Pinto, Zita Vale, Steve Widergren.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",Amsterdam :,2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128200742,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1841,N,,,,9780128173923,0128173939,9780128173930,(OCoLC)on1128383006,(OCoLC)1128383006,(OCoLC)1128827403,53443048910002917,991023705153402917,"Stochastic Global Optimization Methods and Applications to Chemical, Biochemical, Pharmaceutical and Environmental Processes / Ch. Venkateswarlu, Satya Eswari Jujjavarapu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,©2020.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128173923,,False,,,"Venkateswarlu, Ch.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1842,N,,,,9780128149010,9780128149010,0128149019,(OCoLC)on1111981343,(OCoLC)1111981343,(OCoLC)1229562011,53443048940002917,991023705160002917,"Time series analysis in seismology : practical applications / Alejandro Ramírez-Rojas, Leonardo Di G. Sigalotti, Elsa Leticia Flores Márquez, Otto Rendón.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,",Amsterdam :,2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128149010,,False,,,"Ramírez-Rojas, Alejandro, author.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1843,N,,,,0323911129,9780323911122,9780323911139,(OCoLC)on1265084507,(OCoLC)1265084507,(OCoLC)1287871189,53443048960002917,991023705159602917,Finite element programming in nonlinear geomechanics and transient flow [electronic resource] / Nobuo Morita.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Gulf Professional Publishing,","Cambridge, MA :",2021.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780323911122,,False,,,"Morita, Nobuo.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1844,N,,,,9780128148952,0128148950,9780128148969,(OCoLC)on1128428858,(OCoLC)1128428858,,53443049000002917,991023705152902917,"Climate extremes and their implications for impact and risk assessment / edited by Jana Sillmann, Sebastian Sippel and Simone Russo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128148952,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
1845,N,,,,032385463X,9780323854634,0323854648,(OCoLC)on1280275480,(OCoLC)1280275480,(OCoLC)1280391157,53443049030002917,991023705153102917,"Microgrids [electronic resource] : modeling, control, and applications / edited by Josep M. Guerrero and Ritu Kandari.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,[2022],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780323854634,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
1846,N,,,,0128140046,9780128140048,,(OCoLC)on1083522286,(OCoLC)1083522286,(OCoLC)1229403593,53443049060002917,991023705168602917,"Coasts and estuaries : the future / edited by Eric Wolanski, John W. Day, Michael Elliott, Ramesh Ramachandran.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Oxford, United Kingdom ; Cambridge, MA, United States :",[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128140031,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
1847,N,,,,9780128164907,0128164905,9780128175255,(OCoLC)on1129164801,(OCoLC)1129164801,,53443049090002917,991023705551202917,"The trans-Neptunian solar system / edited by Dina Prialnik, M. Antonietta Barucci and Leslie A. Young.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128164907,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1848,N,,,,9780128220542,0128220546,9780128232590,(OCoLC)on1273667902,(OCoLC)1273667902,(OCoLC)1287875296,53443049120002917,991023705154802917,Pressurized Heavy Water Reactors : CANDU / edited by Jovica R. Riznic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2022],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128220542,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1849,N,,,,9780128127421,0128127422,0128127430,(OCoLC)on1103220794,(OCoLC)1103220794,(OCoLC)1249224170,53443049150002917,991023705165402917,"Model ecosystems in extreme environments / Joseph Seckbach, Pabulo Rampelotto ; series editor, Pabulo Rampelotto, Richard Gordon, Joseph Seckbach.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,[2019],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128127421,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
1850,N,,,,9780128213193,0128213191,9780128232262,(OCoLC)on1268682978,(OCoLC)1268682978,(OCoLC)1287870056,53443049180002917,991023705156702917,Applications of nuclear and radioisotope technology : the atom for peace and sustainable development / Khalid Al Nabhani.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,","London ; San Diego, CA :",[2021],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128213193,,False,,,"Al Nabhani, Khalid.",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1851,N,,,,9780128196465,0128196467,9780128116852,(OCoLC)on1110484389,(OCoLC)1110484389,(OCoLC)1229803706,53443049210002917,991023705160402917,Geophysical potential fields : geological and environmental applications / Lev V. Eppelbaum.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands :",2019.,http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128196465,,False,,,"Eppelbaum, Lev V. 1959- (Lev Vilen),",BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1852,N,,,,9780323853828,032385382X,9780323853835,(OCoLC)on1273670930,(OCoLC)1273670930,(OCoLC)1273478207,53443049240002917,991023705154502917,Pressurized Heavy Water Reactors : Atucha II / edited by Jovica R. Riznic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2022],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780323853828,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1853,N,,,,9780128149607,0128149612,9780128149614,(OCoLC)on1127907522,(OCoLC)1127907522,(OCoLC)1127256046,53443049270002917,991023705154002917,"Seafloor geomorphology as benthic habitat : GeoHAB atlas of seafloor geomorphic features and benthic habitats / edited by Peter T. Harris, Elaine K Baker.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Elsevier,","Amsterdam, Netherlands ; Cambridge, MA :",[2020],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128149607,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,
1854,N,,,,9780128182062,0128182067,0128182075,(OCoLC)on1281137500,(OCoLC)1281137500,(OCoLC)1280604255,53443049300002917,991023705552202917,"Dye-sensitized solar cells : emerging trends and advanced applications / edited by Adarsh Kumar Pandey, Syed Shahabuddin, Muhammad Shakeel Ahmad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACTIVE,"Academic Press,",London :,[2022],http://libproxy.sdsu.edu/login?url=https://www.sciencedirect.com/science/book/9780128182062,,False,,,,BOOK,,,,,,,,,,,,,,,,,,,,,,,Only local,,,,,,,,,POL-12982,eng,,,Y
